Hechos_Id,Número De Victimas,Fecha,Hora,Lugar Del Hecho,Cruce_Id,Tipo_Calle_Id,Comuna_Id,Participantes_Id,Víctima_Id,Acusado_Id,Rol_Id,Sexo_Id,Rango_Etario_Id,Edad
2017-0038,1,2017-04-01,19:00:00,AV. CASTAÑARES Y LAUTARO,1,1,7,1,1,1,1,2,4,40
2017-0040,1,2017-04-03,09:40:00,CAMINO CIUDAD UNUVERSITARIA Y AV. TTE. GUIRALDES,2,1,13,14,2,7,1,1,4,43
2017-0041,1,2017-04-03,23:15:00,BALDOMERO FERNANDEZ MORENO 2186,2,3,7,1,1,1,1,1,1,17
2017-0042,1,2017-04-10,09:00:00,AV. LEOPOLDO LUGONES PKM 6900,2,2,13,6,1,5,1,1,3,34
2017-0045,1,2017-04-14,06:15:00,NOGOYA 5940,2,3,10,5,1,4,1,1,2,21
2017-0047,1,2017-04-23,06:30:00,AV. ARGENTINA Y AV. CORVALAN,1,1,8,1,1,1,1,1,3,37
2017-0049,1,2017-04-27,18:16:00,AV. FERNANDEZ DE LA CRUZ Y VARELA,1,1,8,9,3,2,3,1,2,22
2017-0050,2,2017-04-28,11:08:08,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,2,4,10,6,1,5,1,1,4,46
2017-0050,2,2017-04-28,11:08:08,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,2,4,10,6,1,5,2,1,1,16
2017-0051,1,2017-05-01,03:47:47,AU DELLEPIANE 2400,2,4,8,10,2,1,1,1,3,33
2017-0052,1,2017-05-05,03:40:00,AV. GRAL. PAZ Y GOLETA JULIA,1,2,0,12,3,5,3,2,4,47
2017-0053,1,2017-05-05,20:16:22,VIEYTES Y VILLARINO,1,3,4,6,1,5,1,1,3,28
2017-0054,1,2017-05-07,21:00:00,AV. DE LOS CONSTITUYENTES Y PEDRO MORAN,1,1,15,1,1,1,2,2,2,20
2017-0055,1,2017-05-09,08:30:00,AV. DE LOS CONSTITUYENTES 4900,2,1,12,10,2,1,1,1,3,32
2017-0058,1,2017-05-09,23:10:00,AV. CORDOBA Y LIBERTAD,1,1,1,8,3,6,3,1,5,80
2017-0059,1,2017-05-11,09:24:00,BRASIL Y LIMA,1,3,1,9,3,2,3,2,3,39
2017-0060,1,2017-05-13,07:20:00,AV. ESCALADA Y AV. FERNANDEZ DE LA CRUZ,1,1,8,5,1,4,2,1,3,30
2017-0061,1,2017-05-15,13:29:30,PARAGUAY Y AV. CALLAO ,1,1,2,8,3,6,3,1,4,47
2017-0062,1,2017-05-15,16:00:00,AV. JUAN B JUSTO Y SAN BLAS,1,1,10,6,1,5,1,1,3,35
2017-0063,1,2017-05-17,10:13:00,CHILE Y AV. 9 DE JULIO,1,1,1,9,3,2,3,2,5,79
2017-0064,1,2017-05-20,05:00:00,MAIPU Y PERON,1,3,1,29,5,1,2,1,5,61
2017-0065,1,2017-05-22,16:00:00,AV. SUAREZ Y HERRERA,1,1,4,21,6,5,4,1,2,21
2017-0066,1,2017-05-22,18:10:00,AV. SAN MARTIN Y FRAGATA SARMIENTO,1,1,15,9,3,2,3,1,1,10
2017-0067,1,2017-05-23,02:45:00,AV. DIRECTORIO Y AV. JOSE MARIA MORENO,1,1,7,6,1,5,1,1,2,21
2017-0068,1,2017-05-27,19:50:00,AV. TTE. FRANCISCO RABANAL 2950,2,1,8,5,1,4,1,1,3,32
2017-0069,1,2017-05-24,14:15:00,AV. GRAL. PAZ Y ULRICO SCHMIDL,1,2,0,3,1,0,1,1,3,39
2017-0070,1,2017-05-30,13:20:00,NUEVA YORK  3696,2,3,11,7,3,1,3,1,5,80
2017-0072,1,2017-06-03,23:20:00,AV. DE LOS CONSTITUYENTES Y VALLEJOS,1,1,12,10,2,1,1,1,3,25
2017-0073,1,2017-06-04,09:00:00,AV. CORRIENTES Y ECUADOR,1,1,3,1,1,1,1,1,2,19
2017-0074,1,2017-06-04,12:50:00,CASCO 133,2,3,9,0,0,0,1,1,5,70
2017-0075,1,2017-06-12,22:38:00,AV. DE MAYO Y AV. 9 DE JULIO,1,1,1,8,3,6,3,1,4,55
2017-0076,1,2017-06-13,14:50:00,AV. RAMON CASTILLO Y CALLE 12,1,1,2,12,3,5,3,2,3,30
2017-0077,1,2017-06-17,23:45:00,FRAY JUSTO SANTAMARIA DE ORO 1930,2,3,14,6,1,5,1,2,5,60
2017-0079,1,2017-06-19,16:26:00,MEXICO Y DEAN FUNES,1,3,3,6,1,5,1,1,3,33
2017-0080,1,2017-06-22,10:15:00,AV. JUAN B ALBERDI Y AV. ESCALADA,1,1,9,12,3,5,3,2,5,95
2017-0082,1,2017-06-25,22:40:00,AV. ENTRE RIOS Y AV. BRASIL,1,1,1,7,3,1,3,1,3,36
2017-0083,1,2017-07-04,00:25:00,AV. JUAN B ALBERDI Y GUARDIA NACIONAL,1,1,9,6,1,5,1,1,3,37
2017-0084,1,2017-07-05,12:49:00,AV. DEL LIBERTADOR Y RODRIGUEZ PEÑA,1,1,2,9,3,2,3,2,5,73
2017-0085,1,2017-07-07,14:15:00,TACUARI Y AV. MARTIN GARCIA,1,1,4,9,3,2,3,1,5,84
2017-0086,1,2017-07-09,07:30:00,AV. RIVADAVIA Y MURGUIONDO,1,1,9,8,3,6,3,2,3,30
2017-0087,1,2017-07-10,10:45:00,24 DE NOVIEMBRE 390,2,3,3,7,3,1,3,2,5,73
2017-0088,1,2017-07-10,22:30:00,AV. PASEO COLON Y BRASIL,1,1,1,9,3,2,3,1,4,43
2017-0089,1,2017-07-13,12:05:00,MARTINIANO LEGUIZAMON 901,2,3,9,28,0,1,1,1,2,23
2017-0090,1,2017-07-15,05:15:00,AV. CHIVILCOY Y COLECTORA AV. GRAL. PAZ ,1,2,11,7,3,1,3,1,2,22
2017-0091,1,2017-07-15,13:00:00,SUPERI Y AV. GRAL. PAZ,1,2,0,3,1,0,1,1,4,58
2017-0092,1,2017-07-24,22:16:01,AU 25 DE MAYO Y AU FRONDIZI (9 DE JULIO SUR),1,4,1,7,3,1,3,1,5,66
2017-0093,1,2017-07-25,16:48:40,"AV. LEOPOLDO LUGONES KM 7,5, ALTURA PUENTE SCALABRINI ORTIZ, SENTIDO A CENTRO PORTEÑO",1,4,13,7,3,1,3,1,5,77
2017-0094,1,2017-07-27,08:50:00,VICTOR HUGO 2639,2,3,10,21,6,5,4,2,4,56
2017-0095,1,2017-08-06,08:00:00,AV. CORDOBA Y JERONIMO SALGUERO,1,1,14,1,1,1,1,1,3,36
2017-0096,1,2017-08-07,19:50:00,AV. CABILDO Y NUÑEZ,1,1,13,9,3,2,3,1,5,87
2017-0098,1,2017-08-08,12:10:00,JOSE BONIFACIO 2114,2,3,7,7,3,1,3,2,5,61
2017-0099,1,2017-08-17,19:45:00,AV. PTE FIGUEROA ALCORTA 5400,2,1,14,30,6,1,4,1,3,28
2017-0100,1,2017-08-21,07:45:00,VENEZUELA 2135,2,3,3,5,1,4,2,2,1,16
2017-0101,1,2017-08-23,10:00:00,AV. FCO. LACROZE Y ZAPATA,1,1,13,14,3,7,3,2,5,61
2017-0102,1,2017-08-24,01:10:00,IRIARTE Y ZAVALETA,1,1,4,12,3,5,3,1,4,46
2017-0104,1,2017-08-25,09:00:00,AV. 9 DE JULIO Y ESTADOS UNIDOS,1,1,1,12,3,5,3,2,2,18
2017-0106,1,2017-08-31,19:50:00,FRAY JUSTO SANTAMARIA DE ORO Y GUEMES,1,3,14,9,3,2,3,2,5,85
2017-0107,1,2017-09-01,11:30:00,AV. DEL LIBERTADOR Y JARAMILLO,1,1,13,6,1,5,1,1,4,41
2017-0108,2,2017-09-02,04:53:08,AV. GRAL. PAZ Y MACHAIN,1,2,12,11,2,4,2,1,1,17
2017-0108,2,2017-09-02,04:53:08,AV. GRAL. PAZ Y MACHAIN,1,2,12,11,2,4,2,1,1,10
2017-0109,1,2017-09-04,21:00:00,AV. DIRECTORIO Y PORTELA,1,1,7,1,1,1,1,1,2,21
2017-0110,1,2017-09-06,14:15:00,LAVALLE Y AV. LEANDRO N ALEM,1,1,1,9,3,2,3,1,4,56
2017-0111,1,2017-09-07,18:23:37,USPALLATA Y PIROVANO,1,3,4,12,3,5,3,2,5,79
2017-0112,2,2017-09-10,09:32:17,AU 25 DE MAYO Y AV. VARELA,2,4,7,11,2,4,2,1,1,1
2017-0112,2,2017-09-10,09:32:17,AU 25 DE MAYO Y AV. VARELA,2,4,7,11,2,4,2,1,4,59
2017-0113,1,2017-09-11,06:30:00,AV. SANTA FE Y MAIPU,1,1,1,9,3,2,3,2,5,76
2017-0114,1,2017-09-15,02:30:00,AV. ALVEAR Y AV. DEL LIBERTADOR,1,1,2,11,2,4,1,1,3,26
2017-0115,1,2017-09-19,18:52:33,AV. PAVON Y TREINTA Y TRES ORIENTALES,1,1,5,31,1,9,1,1,3,34
2017-0116,1,2017-09-20,22:24:00,COLECTORA AV. GRAL. PAZ 5750,2,2,12,5,1,4,1,1,2,22
2017-0118,1,2017-09-22,07:02:09,VIEYTES Y CRUZ,1,1,4,1,1,1,2,2,3,26
2017-0120,1,2017-10-02,15:55:33,AU DELLEPIANE Y AV. ESCALADA,1,4,8,6,1,5,1,1,2,20
2017-0123,1,2017-10-10,01:05:38,ALBARIÑO Y AV. ARGENTINA,1,1,8,7,3,1,3,2,3,36
2017-0124,1,2017-10-12,14:40:28,JUAN RAMIREZ DE VELAZCO 1211,2,3,15,4,1,2,1,1,4,51
2017-0125,1,2017-10-13,06:12:20,AV. FERNANDEZ DE LA CRUZ Y LARRAYA,1,1,8,5,1,4,1,1,3,29
2017-0126,2,2017-10-14,06:15:00,AV. RIESTRA Y CAÑADA DE GOMEZ,1,1,8,11,2,4,2,1,3,39
2017-0126,2,2017-10-14,06:15:00,AV. RIESTRA Y CAÑADA DE GOMEZ,1,1,8,11,2,4,1,1,3,36
2017-0127,1,2017-10-16,07:45:00,GALLO Y AV. CORDOBA,1,1,2,13,1,6,2,1,2,24
2017-0128,1,2017-10-17,12:30:00,DR. JUAN F. ARANGUREN 611,2,3,6,9,3,2,3,2,5,60
2017-0129,1,2017-10-26,19:15:15,AU PERITO MORENO Y AU 25 DE MAYO,1,4,9,4,1,2,1,1,4,57
2017-0130,1,2017-10-27,05:30:00,CHORROARIN Y AV. SAN MARTIN,1,1,15,16,2,5,1,1,2,23
2017-0132,1,2017-10-30,14:00:00,COSQUIN Y AV. CNEL. ROCA,1,1,8,4,1,2,1,1,2,23
2017-0134,1,2017-11-06,18:00:00,AV. CNEL. ROCA 3555,2,1,8,9,3,2,3,2,4,47
2017-0135,1,2017-11-07,12:14:10,AV. WARNES Y PUNTA ARENAS,1,1,15,6,1,5,1,1,2,24
2017-0136,1,2017-11-16,08:43:00,DEL BARCO CENTENERA Y RABANAL,1,1,4,9,3,2,3,1,4,55
2017-0137,1,2017-11-17,11:45:00,AV. GRAL. ENRIQUE MOSCONI Y SAN NICOLAS,1,1,11,12,3,5,3,2,5,60
2017-0138,1,2017-11-19,10:30:00,AV. LAFUENTE Y AV. EVA PERON,1,1,7,5,1,4,2,1,3,25
2017-0139,1,2017-11-19,22:30:00,AV. CNEL. ROCA Y AV. ESCALADA,1,1,8,11,2,4,2,2,1,15
2017-0140,1,2017-11-19,23:22:17,AU ARTURO FRONDIZI PKM 3100,2,4,1,4,1,2,1,1,2,24
2017-0141,1,2017-11-23,19:45:00,AV. LA PLATA Y AV. PEDRO GOYENA,1,1,6,9,3,2,3,2,2,22
2017-0143,1,2017-11-25,21:45:00,TRELLES Y GRAL. CESAR DIAZ,1,3,11,2,2,2,1,1,4,50
2017-0144,1,2017-11-26,06:45:00,AV. CNEL. ROCA Y COLECTORA AV. GRAL. PAZ,1,2,8,11,2,4,2,2,4,50
2017-0145,1,2017-11-26,17:05:00,MAZA Y DON BOSCO,1,3,5,1,1,1,1,1,4,58
2017-0147,1,2017-11-28,11:15:00,AV. GRAL. PAZ Y AV. EVA PERON,1,2,9,1,1,1,1,1,4,49
2017-0148,1,2017-11-29,10:45:00,AV. SAN JUAN Y LA RIOJA,1,1,3,9,3,2,3,2,5,82
2017-0149,1,2017-11-30,12:20:00,AV. PASEO COLON Y MEXICO,1,1,1,9,3,2,3,1,1,13
2017-0150,1,2017-12-04,01:15:00,AV. RIVADAVIA Y MIRALLA,1,1,9,7,3,1,3,1,4,56
2017-0151,1,2017-12-04,02:15:00,VIEYTES Y LUJAN,1,3,4,9,3,2,3,1,2,23
2017-0152,1,2017-12-06,17:30:00,CACHI Y TRAFUL,1,3,4,23,6,2,4,1,2,19
2017-0153,2,2017-12-11,02:00:00,ROSARIO Y AV. LA PLATA,1,1,5,4,1,2,2,1,4,50
2017-0153,2,2017-12-11,02:00:00,ROSARIO Y AV. LA PLATA,1,1,5,4,1,2,1,1,3,30
2017-0154,1,2017-12-11,09:15:00,AV. ENTRE RIOS Y AV. CASEROS ,1,1,1,9,3,2,3,1,5,76
2017-0155,1,2017-12-12,21:25:41,AV. RIVADAVIA 6350,2,1,7,32,0,6,1,1,5,77
2017-0157,1,2017-12-17,09:02:00,AV. GRAL. PAZ Y HUMAITA,1,2,9,2,2,2,1,1,4,53
2017-0158,1,2017-12-18,21:30:00,GUALEGUAYCHU Y COLECTORA AV. GRAL PAZ,1,2,11,1,1,1,1,1,3,32
2017-0159,1,2017-12-20,04:31:27,AV. INDEPENDENCIA Y VIRREY CEVALLOS,1,1,1,1,1,1,1,1,3,27
2017-0160,1,2017-12-22,13:15:00,AV. NAZCA 365,2,1,7,8,3,6,3,2,3,30
2017-0161,1,2017-12-26,15:30:00,AV. EVA PERON 5249,2,1,9,7,3,1,3,2,3,30
2018-0001,1,2018-01-01,22:50:00,San Juan Av. Y Rincón,1,1,3,8,3,6,3,1,5,83
2018-0002,1,2018-01-03,16:40:00,Peru 937,2,3,1,23,6,2,4,2,3,26
2018-0003,1,2018-01-05,10:12:00,"Pueyrredon, Honorio, Dr. Av. y Galicia",1,1,15,14,3,7,3,2,4,58
2018-0004,1,2018-01-09,09:40:00,Del Libertador Av. y Manzanares,1,1,13,14,1,7,1,1,3,39
2018-0005,1,2018-01-09,22:30:00,Paseo Colon Av. 1019,2,1,1,9,3,2,3,1,4,54
2018-0006,1,2018-01-10,21:15:00,Valle y Barco Centenera Del,1,3,6,23,6,2,4,2,4,45
2018-0007,1,2018-01-11,02:30:00,AU Perito Moreno  KM 0.6,2,4,9,10,2,1,1,1,4,46
2018-0008,1,2018-01-12,17:50:00,"Huergo, Ing. Av. e Independencia Av.",1,1,1,6,1,5,1,2,3,32
2018-0009,1,2018-01-14,02:00:00,"Pilcomayo y Brown, Alte. Av.",1,1,4,13,1,6,1,1,2,19
2018-0010,1,2018-01-18,05:10:00,"Cervantes y Belaustegui, Luis, Dr.",1,3,10,6,1,5,1,1,4,40
2018-0011,1,2018-01-19,10:30:00,Callao y Vte. Lopez,1,1,2,9,3,2,3,1,5,84
2018-0012,1,2018-01-26,13:30:00,"Oliden y Chilavert, Martiniano, Coronel",1,3,8,4,1,2,1,1,2,20
2018-0013,1,2018-01-28,08:15:00,Congreso Av. y Galvan,1,1,12,1,1,1,1,1,4,44
2018-0014,1,2018-01-31,20:00:00,"Moreno, Perito Av. y Rivera Indarte",1,1,7,8,3,6,3,1,5,60
2018-0015,2,2018-02-06,01:00:00,Australia Av. 2800,2,1,4,4,1,2,1,1,3,28
2018-0015,2,2018-02-06,01:00:00,Australia Av. 2800,2,1,4,4,1,2,2,1,2,19
2018-0016,1,2018-02-15,10:15:00,"Del Libertador Av. y Ramos Mejia, Jose Maria, Dr. Av.",1,1,1,6,1,5,1,1,3,31
2018-0017,1,2018-02-17,04:15:00,San Pedrito Av. y Rivadavia Av.,1,1,7,7,3,1,3,1,3,35
2018-0018,1,2018-02-17,07:15:00,"Isabel La Catolica y Salvadores, Cnel.",1,3,4,6,1,5,1,1,3,26
2018-0019,1,2018-02-17,12:30:00,Las Heras General Av. y Callao Av.,1,1,2,9,3,2,3,2,5,80
2018-0020,1,2018-02-19,22:00:00,Fernandez de la Cruz Subida AU Héctor J. Cámpora,2,4,8,6,1,5,1,1,3,26
2018-0021,1,2018-02-22,10:45:00,AMANCIO ALCORTA Y ZAVALETA,1,1,4,9,3,2,3,2,5,62
2018-0022,1,2018-02-24,00:00:00,"Montes De Oca, Manuel y Olavarria",1,1,4,6,1,5,1,1,3,28
2018-0023,1,2018-02-24,06:00:00,Barco Centenera Del y Rosario,1,3,6,1,1,1,1,1,3,28
2018-0024,1,2018-02-28,23:00:00,Alvarez Thomas Av. y Donado,1,1,15,12,3,5,3,1,5,70
2018-0025,1,2018-03-04,22:30:00,Av. Avellaneda y Av. Boyacá,1,1,7,7,3,1,3,1,5,70
2018-0026,2,2018-03-09,04:45:00,"Rabanal, Francisco, Intendente Av. y Saenz Av.",1,1,4,33,8,5,1,1,2,24
2018-0026,2,2018-03-09,04:45:00,"Rabanal, Francisco, Intendente Av. y Saenz Av.",1,1,4,33,8,5,2,1,3,30
2018-0027,1,2018-03-11,23:00:00,Castro y Rondeau,1,3,5,8,3,6,3,2,5,74
2018-0028,1,2018-03-13,15:45:00,"Bilbao, Francisco Av. y Azul",1,1,9,12,3,5,3,1,5,71
2018-0029,1,2018-03-15,18:00:00,Nazca Av. y Gaona Av.,1,1,7,1,1,1,1,1,3,26
2018-0030,1,2018-03-20,01:30:00,Plaza y Alvarez Thomas Av.,1,1,15,13,1,6,1,1,2,24
2018-0031,1,2018-03-28,10:15:00,"Gaona Av. y Artigas, Jose Gervasio, Gral.",1,1,11,6,1,5,1,1,3,31
2018-0032,1,2018-04-02,13:00:00,Cabildo Av. y Aguilar,1,1,13,9,3,2,3,1,5,70
2018-0033,1,2018-04-07,07:30:00,Camarones y Lope De Vega Av.,1,1,10,6,1,5,1,2,4,42
2018-0034,1,2018-04-11,18:15:00,Santa Fe Av. 2320,2,1,2,9,3,2,3,1,2,24
2018-0035,1,2018-04-12,16:45:00,Av. Rivadavia 6950,2,1,7,9,3,2,3,2,3,39
2018-0036,1,2018-04-13,23:15:00,Av. San Martín y Argerich,1,1,15,1,1,1,1,1,3,37
2018-0037,1,2018-04-18,18:45:00,"Cordoba Av. y Uriburu Jose E., Pres.",1,1,3,12,3,5,3,1,5,84
2018-0038,2,2018-04-20,17:10:00,AV. RIVADAVIA 1571,2,1,1,7,3,1,3,2,4,59
2018-0038,2,2018-04-20,17:10:00,AV. RIVADAVIA 1571,2,1,1,7,3,1,3,1,5,61
2018-0039,1,2018-04-21,22:15:00,AUTOPISTA LUGONES KM 4.7,2,4,13,7,3,1,3,1,3,37
2018-0040,1,2018-04-27,11:00:00,Ramon Freire y Virrey Olaguer y Feliu,1,3,13,12,3,5,3,2,4,43
2018-0041,1,2018-04-27,13:30:00,"La Plata Av. y Fernandez De La Cruz, F., Gral. Av.",1,1,4,9,3,2,3,2,5,78
2018-0042,1,2018-04-27,18:43:00,BRANDSEN y PERDRIEL,1,3,4,6,1,5,2,1,2,23
2018-0043,1,2018-04-28,06:30:00,"Vilardebo, Teodoro y Alvarez Jonte Av.",1,1,11,1,1,1,1,1,3,25
2018-0044,1,2018-04-28,09:00:00,Alberti e Independencia Av.,1,1,3,7,3,1,3,2,4,50
2018-0045,1,2018-04-30,07:00:00,Alvarez Thomas Av. 879,2,1,13,16,2,5,1,1,5,60
2018-0046,1,2018-05-02,03:15:00,Av. Gral. Paz y Av. Rivadavia,1,2,9,7,3,1,3,1,1,11
2018-0047,1,2018-05-08,19:00:00,Av. Corrientes y Av. Dorrego,1,1,15,9,3,2,3,1,5,82
2018-0048,1,2018-05-09,10:30:00,Rivadavia Av. y Pedernera,1,1,7,9,3,2,3,1,4,57
2018-0049,1,2018-05-11,19:15:00,Quesada 2300,2,3,13,7,3,1,3,2,4,40
2018-0050,1,2018-05-14,18:45:00,Cabildo Av. y Juramento Av.,1,1,13,9,3,2,3,2,4,47
2018-0051,1,2018-05-15,21:15:00,"California y Carbonari, Francisco, Cmte.",1,3,4,7,3,1,3,2,4,57
2018-0052,1,2018-05-18,20:30:00,"Carril, Salvador Maria Del Av. y Nazca",1,1,12,9,3,2,3,1,5,78
2018-0053,1,2018-05-20,02:30:00,San Luis y Aguero,1,3,3,1,1,1,1,1,4,43
2018-0054,1,2018-05-22,11:15:00,Lugones 2430,2,3,12,27,3,9,3,2,5,86
2018-0055,1,2018-05-29,07:30:00,Independencia Av. y Jujuy Av.,1,1,3,1,1,1,1,1,2,21
2018-0056,1,2018-06-02,13:00:00,Av. Rivadavia 11050,2,1,9,9,3,2,3,2,5,69
2018-0057,1,2018-06-03,03:30:00,Combate De Los Pozos y Humberto 1°,1,3,3,4,1,2,1,1,3,33
2018-0058,1,2018-06-03,06:30:00,Cordoba Av. y Thames,1,1,15,1,1,1,1,1,3,26
2018-0059,1,2018-06-08,06:20:00,"Garay, Juan De Av. y Sanchez De Loria",1,1,5,18,1,8,1,1,4,54
2018-0060,1,2018-06-08,12:50:00,"Lavalle y Alem, Leandro N. Av.",1,1,1,9,3,2,3,1,4,51
2018-0061,1,2018-06-10,11:15:00,Estados Unidos y Pichincha,1,3,3,13,1,6,1,1,4,51
2018-0062,1,2018-06-14,01:00:00,Rosario y Barco Centenera Del,1,3,6,12,3,5,3,1,3,32
2018-0063,1,2018-06-16,21:15:00,Av. Leandro N. Alem y Viamonte,1,1,1,9,3,2,3,2,3,28
2018-0064,1,2018-06-25,01:15:00,Varela Av. y Primera Junta,1,1,7,16,2,5,1,1,3,30
2018-0065,1,2018-06-26,17:30:00,"Pellegrini, Carlos y Juncal",1,3,1,6,1,5,1,1,3,35
2018-0066,1,2018-06-28,11:00:00,Av. Corrientes y Av. Federico Lacroze,1,1,15,9,3,2,3,1,5,73
2018-0067,1,2018-06-29,16:15:00,"Montes De Oca, Manuel y Finochietto Enrique Dr.",1,1,4,34,7,1,2,2,5,81
2018-0068,1,2018-07-01,09:00:00,"Carabobo Av. y Alberdi, Juan Bautista Av.",1,1,7,1,1,1,1,1,2,21
2018-0069,1,2018-07-04,21:45:00,"Córdoba Av. 2215

",2,1,2,23,6,2,4,1,2,20
2018-0070,1,2018-07-07,15:45:00,"Estados Unidos y Urquiza, Gral.",1,3,3,4,1,2,1,1,3,33
2018-0071,1,2018-07-10,17:50:00,Moreno y Av. Huergo,1,1,1,6,1,5,1,1,5,61
2018-0072,1,2018-07-11,13:15:00,"AU Dellepiane kilometro 0.0, altura calle Montiel, sentido hacia el Centro Porteño",2,4,8,6,1,5,1,1,3,27
