Hechos_Id,Pos X,Pos Y,Calle,Barrio_Id
2019-0042,-58.38211431,-34.62465368,LIMA,1-1
2019-0043,-58.36951669,-34.59832047,CORDOBA AV.,1-4
2019-0044,-58.41635217,-34.62036547,BOEDO AV.,5-1
2019-0045,-58.41316147,-34.57579669,DEL LIBERTADOR AV.,14-1
2019-0046,-58.47617802,-34.53825652,"PAZ, GRAL. AV.",0-1
2019-0047,-58.38641783,-34.63330028,CASEROS AV.,4-1
2019-0048,-58.45322169,-34.62038137,AVELLANEDA AV.,6-1
2019-0049,-58.45849057,-34.56166498,CIUDAD DE LA PAZ,13-2
2019-0050,-58.41829559,-34.59411677,"SALGUERO, JERONIMO",14-1
2019-0051,-58.36376488,-34.63832093,"FILIBERTO, JUAN DE DIOS",4-3
2019-0053,-58.46442668,-34.66004784,ASTURIAS AV.,8-2
2019-0054,-58.48222035,-34.58428769,GANDARA,15-4
2019-0055,-58.36819005,-34.60283208,"GUEVARA, TRINIDAD",1-3
2019-0056,-58.45877601,-34.62330939,BOYACA AV.,7-1
2019-0057,-58.44196498,-34.55760517,ARTILLEROS,13-2
2019-0058,-58.50622631,-34.63627822,AUTOPISTA PERITO MORENO,10-3
2019-0059,-58.3841088,-34.63099197,15 DE NOVIEMBRE DE 1889,1-1
2019-0060,-58.48100602,-34.63504312,"ACOSTA, MARIANO AV.",10-1
2019-0061,-58.45200171,-34.5578132,11 DE SEPTIEMBRE DE 1888,13-2
2019-0062,-58.44462132,-34.56201105,"PINO, VIRREY DEL",13-2
2019-0063,-58.45220688,-34.58711712,FOREST AV.,15-2
2019-0064,-58.4596221,-34.6224514,BOYACA AV.,7-1
2019-0065,-58.4197085,-34.65414867,BARCO CENTENERA DEL,4-2
2019-0066,-58.44187596,-34.64938031,RIESTRA AV.,7-1
2019-0067,-58.49101637,-34.64276621,"CASTRO, EMILIO",10-3
2019-0068,-58.42493829,-34.66256502,27 DE FEBRERO AV.,8-3
2019-0069,-58.40489318,-34.62930162,"GARAY, JUAN DE AV.",4-4
2019-0070,-58.4268668,-34.59217875,"SCALABRINI ORTIZ, RAUL AV.",14-1
2019-0071,-58.479611,-34.65620398,PRIMERA JUNTA,9-3
2019-0072,-58.47439934,-34.63524207,"ALBERDI, JUAN BAUTISTA AV.",10-2
2019-0073,-58.46711912,-34.57926018,ALVAREZ THOMAS AV.,15-6
2019-0074,-58.46514781,-34.53465378,"LUGONES, LEOPOLDO AV.",13-1
2019-0075,-58.37571078,-34.65584079,SAN ANTONIO,4-1
2019-0076,-58.37157668,-34.65429986,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,4-1
2019-0077,-58.39811256,-34.58070186,"FIGUEROA ALCORTA, PRES. AV.",14-1
2019-0078,-58.41125934,-34.6541774,"EINSTEIN, ALBERTO",4-2
2019-0079,-58.41822901,-34.61866836,AGRELO,5-1
2019-0080,-58.47617802,-34.53825652,CABILDO AV.,0-1
2019-0081,-58.46141281,-34.58623761,ELCANO AV.,15-2
2019-0082,-58.42985146,-34.6611974,"RABANAL, FRANCISCO, INTENDENTE AV.",8-3
2019-0083,-58.48457413,-34.6583909,MONTE,9-1
2019-0084,-58.46572884,-34.63628186,TANDIL,7-1
2019-0085,-58.49261744,-34.6341913,CARDOSO,10-1
2019-0086,-58.45283186,-34.5884156,CORRIENTES AV.,15-2
2019-0087,-58.47973681,-34.57418656,ALVAREZ THOMAS AV.,12-3
2019-0088,-58.40623949,-34.65076549,"ALCORTA, AMANCIO AV.",4-2
2019-0089,-58.36244648,-34.63107887,"BROWN, ALTE. AV.",4-3
2019-0090,-58.49962423,-34.64868027,"ALBERDI, JUAN BAUTISTA AV.",9-1
2019-0091,-58.44551437,-34.59559816,"JUSTO, JUAN B. AV.",15-1
2019-0092,-58.35608181,-34.63420319,"BRIN, MINISTRO",4-3
2019-0093,-58.46483679,-34.60907662,NIZA,11-3
2019-0094,-58.44368628,-34.59724326,CAMARGO,15-1
2019-0095,-58.37864583,-34.62907067,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,4-1
2019-0096,-58.37560352,-34.62726382,CASEROS AV.,1-1
2019-0097,-58.47721439,-34.64815069,AUTOPISTA PERITO MORENO,9-3
2019-0098,-58.45134029,-34.58984288,GUZMAN,15-2
2019-0100,-58.49040794,-34.58368803,DE LOS CONSTITUYENTES AV.,12-4
2019-0101,-58.42102679,-34.64991178,"MORENO, PERITO AV.",4-2
2019-0102,-58.52219407,-34.64143926,IBARROLA,9-2
2019-0103,-58.52169422,-34.5947164,"PAZ, GRAL. AV.",11-1
2019-0104,-58.47460416,-34.63206174,RIVADAVIA AV.,10-2
2019-0105,-58.50512382,-34.61520391,SANTO TOME,10-6
2020-0001,-58.43910409,-34.59213355,URIARTE,15-1
2020-0002,-58.45019436,-34.64646409,SARAZA,7-1
2020-0003,-58.39337644,-34.60927582,RIVADAVIA AV.,3-1
2020-0004,-58.39055614,-34.60919284,RODRIGUEZ PE?A,1-2
2020-0005,-58.41036975,-34.62477021,24 DE NOVIEMBRE,3-2
2020-0006,-58.44925765,-34.65412546,LAFUENTE AV.,8-3
2020-0007,-58.3815685,-34.61648696,CHILE,1-2
2020-0008,-58.40662899,-34.59804521,CORDOBA AV.,3-1
2020-0009,-58.41985649,-34.6060085,"PERON, JUAN DOMINGO, TTE. GENERAL",5-1
2020-0010,-58.38099833,-34.62214953,9 DE JULIO AV.,1-1
2020-0011,-58.41803309,-34.61823178,COLOMBRES,5-1
2020-0012,-58.40604003,-34.61783553,MEXICO,3-1
2020-0013,-58.47549929,-34.57994061,COMBATIENTES DE MALVINAS AV.,15-4
2020-0014,-58.51398484,-34.61600366,BERMUDEZ,11-1
2020-0015,-58.36797542,-34.62519403,BRASIL AV.,1-5
2020-0016,-58.37133616,-34.59879316,"ALEM, LEANDRO N. AV.",1-3
2020-0017,-58.39613805,-34.61413568,BELGRANO AV.,3-1
2020-0018,-58.44903073,-34.54200276,"UDAONDO, GUILLERMO AV.",13-2
2020-0019,-58.41972364,-34.6284667,CONSTITUCION,5-2
2020-0020,-58.40571596,-34.60557123,PUEYRREDON AV.,3-1
2020-0021,-58.4145159,-34.59488319,"BRAVO, MARIO",2-1
2020-0022,-58.47297505,-34.66245085,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,8-2
2020-0023,-58.35791192,-34.63695178,"ARAOZ DE LAMADRID, GREGORIO, GRAL.",4-3
2020-0024,-58.50801713,-34.65177305,MURGUIONDO,9-1
2020-0025,-58.40258477,-34.60975108,RIVADAVIA AV.,3-1
2020-0026,-58.45198104,-34.54116624,"LUGONES, LEOPOLDO AV.",13-2
2020-0027,-58.48267426,-34.68454456,"DELLEPIANE, LUIS, TTE. GRAL.",8-2
2020-0028,-58.44248936,-34.60221948,"SCALABRINI ORTIZ, RAUL AV.",15-1
2020-0029,-58.52909134,-34.63886726,"PAZ, GRAL. AV.",9-2
2020-0030,-58.45158942,-34.6064658,SAN MARTIN AV.,6-1
2020-0031,-58.49344309,-34.65788529,"GARZON, EUGENIO, GRAL. AV.",9-1
2020-0032,-58.44259166,-34.59635137,CORRIENTES AV.,15-1
2020-0033,-58.46743471,-34.53476874,"PAZ, GRAL. AV.",0-1
2020-0034,-58.41178158,-34.60922259,"MITRE, BARTOLOME",3-1
2020-0035,-58.45068621,-34.63638927,AUTOPISTA 25 DE MAYO,7-2
2020-0036,-58.42016954,-34.5877879,"SCALABRINI ORTIZ, RAUL AV.",14-1
2020-0037,-58.43850413,-34.65554754,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8-3
2020-0038,-58.40617526,-34.58345898,LAS HERAS GENERAL AV.,14-1
2020-0038,-58.40617526,-34.58345898,LAS HERAS GENERAL AV.,14-1
2020-0039,-58.49320476,-34.66337786,MURGUIONDO,9-1
2020-0040,-58.38526125,-34.5780581,"CASTILLO, RAMON S., PRES. AV.",2-1
2020-0041,-58.4475047,-34.63491705,CURAPALIGUE,7-2
2020-0042,-58.46745752,-34.68192648,"DIAZ, ANA",8-2
2020-0043,-58.37202621,-34.59717942,"ALEM, LEANDRO N. AV.",1-4
2020-0044,-58.42779702,-34.62207347,LA PLATA AV.,6-1
2020-0045,-58.46244952,-34.70524971,"PAZ, GRAL. AV.",0-1
2020-0046,-58.4844016,-34.60776782,NAZCA AV.,15-7
2020-0047,-58.46668375,-34.65174801,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,7-1
2020-0048,-58.4495878,-34.59322448,DORREGO AV.,15-2
2020-0049,-58.37533517,-34.59276462,DEL LIBERTADOR AV.,1-4
2020-0050,-58.42525456,-34.57866344,SANTA FE AV.,14-1
2020-0051,-58.48493828,-34.62981124,AVELLANEDA AV.,10-2
2020-0052,-58.40480504,-34.60183884,TUCUMAN,3-1
2020-0053,-58.41125934,-34.6541774,"ALCORTA, AMANCIO AV.",4-2
2020-0054,-58.39956546,-34.6297708,INCLAN,4-4
2020-0055,-58.49005682,-34.5786897,OLAZABAL AV.,12-3
2020-0056,-58.47064556,-34.69843756,"PAZ, GRAL. AV.",8-1
2020-0057,-58.4750156,-34.61945902,NAZCA AV.,11-2
2020-0058,-58.48727942,-34.63652467,OLIVERA AV.,10-1
2020-0059,-58.3795169,-34.62794241,BRASIL,1-1
2020-0060,-58.47750832,-34.65672199,HOMERO,9-3
2020-0061,-58.44927253,-34.54048625,"CANTILO, INT.",13-2
2020-0062,-58.39246272,-34.61253541,MORENO,3-1
2020-0063,-58.52783814,-34.61047001,NUEVA YORK,11-1
2020-0063,-58.52783814,-34.61047001,NUEVA YORK,11-1
2020-0065,-58.49332664,-34.54836855,"PAZ, GRAL. AV.",12-1
2020-0066,-58.50178784,-34.63593897,AUTOPISTA PERITO MORENO,10-3
2020-0067,-58.41657793,-34.65476216,SAENZ AV.,4-2
2020-0068,-58.39731474,-34.58307887,DEL LIBERTADOR AV.,2-1
2020-0069,-58.38746381,-34.61790839,INDEPENDENCIA AV.,1-1
2020-0070,-58.39189441,-34.59176378,CALLAO AV.,2-1
2020-0071,-58.46749188,-34.63551751,SAN PEDRITO AV.,7-1
2020-0072,-58.40280471,-34.62113271,JUJUY AV.,3-2
2020-0073,-58.44451316,-34.68475866,27 DE FEBRERO AV.,8-3
2020-0074,-58.47110424,-34.62742408,BOGOTA,7-1
2020-0075,-58.38220928,-34.60373898,CORRIENTES AV.,1-3
2020-0076,-58.49794468,-34.61565025,ALVAREZ JONTE AV.,10-6
2020-0077,-58.47220945,-34.60111373,SAN MARTIN AV.,15-3
2020-0077,-58.47220945,-34.60111373,SAN MARTIN AV.,15-3
2020-0078,-58.43706741,-34.63217813,BARCO CENTENERA DEL,7-2
2020-0079,-58.49332664,-34.54836855,"PAZ, GRAL. AV.",12-1
2021-0001,-58.37960727,-34.62622851,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,1-1
2021-0002,-58.51061062,-34.64972472,"CASTRO, EMILIO AV.",9-1
2021-0003,-58.43052224,-34.62941648,AUTOPISTA 25 DE MAYO,7-2
2021-0004,-58.41455544,-34.63866836,CASEROS AV.,4-2
2021-0005,-58.46774439,-34.64730145,"PERON, EVA AV.",9-3
2021-0006,-58.40786274,-34.56726817,AUTOPISTA ARTURO ILLIA,14-1
2021-0007,-58.48744301,-34.58622275,DE LOS CONSTITUYENTES AV.,15-4
2021-0008,-58.41657793,-34.65476216,SAENZ AV.,4-2
2021-0009,-58.45351111,-34.61134937,PAYSANDU,6-1
2021-0010,-58.5007381,-34.5497951,"PAZ, GRAL. AV.",0-1
2021-0011,-58.39144148,-34.59564871,SANTA FE AV.,2-1
2021-0012,-58.48191128,-34.68385968,"DELLEPIANE, LUIS, TTE. GRAL.",8-2
2021-0013,-58.48727942,-34.63652467,"FALCON, RAMON L.,CNEL.",10-1
2021-0014,-58.48328708,-34.59779521,SAN MARTIN AV.,15-7
2021-0015,-58.49018543,-34.5972499,SAN MARTIN AV.,15-5
2021-0016,-58.47230127,-34.68482689,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8-1
2021-0017,-58.38262614,-34.63168269,SALTA,1-1
2021-0018,-58.41047268,-34.60793518,"JAURES, JEAN",3-1
2021-0019,-58.49659234,-34.56353635,TRIUNVIRATO AV.,12-3
2021-0020,-58.42462955,-34.60727189,POTOSI,5-1
2021-0021,-58.41168345,-34.61185625,"YRIGOYEN, HIPOLITO",3-1
2021-0022,-58.45157681,-34.55217303,DEL LIBERTADOR AV.,13-2
2021-0023,0.0,0.0,AUTOPISTA BUENOS AIRES - LA PLATA,0-1
2021-0024,-58.49573651,-34.67006054,"PERON, EVA AV.",9-1
2021-0025,-58.48695354,-34.68795245,"PAZ, GRAL. AV.",0-1
2021-0026,-58.37562539,-34.64449357,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,4-1
2021-0027,-58.49491054,-34.54795581,"PAZ, GRAL. AV.",12-1
2021-0028,-58.44147621,-34.64357704,COREA AV.,7-1
2021-0029,-58.46899119,-34.63215432,"FALCON, RAMON L.,CNEL.",7-1
2021-0030,-58.38685612,-34.63455776,FINOCHIETTO ENRIQUE DR.,4-1
2021-0031,-58.38113667,-34.61765323,9 DE JULIO AV.,1-2
2021-0032,-58.44112678,-34.54538956,"CANTILO, INT.",13-2
2021-0033,-58.41595919,-34.62743346,AUTOPISTA 25 DE MAYO,5-2
2021-0034,-58.40184094,-34.64546845,"ALCORTA, AMANCIO AV.",4-4
2021-0035,-58.44642231,-34.65679806,"JANER, ANA MARIA",8-3
2021-0036,-58.52340614,-34.59798754,"PAZ, GRAL. AV.",0-1
2021-0037,-58.46649069,-34.56219075,MONROE,13-2
2021-0038,-58.42653328,-34.57816791,"JUSTO, JUAN B. AV.",14-1
2021-0039,-58.50407099,-34.65303372,OLIDEN,9-1
2021-0040,-58.46743471,-34.53476874,"PAZ, GRAL. AV.",0-1
2021-0041,-58.40986646,-34.5772806,DEL LIBERTADOR AV.,14-1
2021-0042,-58.51739138,-34.63931792,RIVADAVIA AV.,9-2
2021-0043,-58.50719962,-34.65556223,"ALBERDI, JUAN BAUTISTA AV.",9-1
2021-0044,-58.46712311,-34.64600222,"PERON, EVA AV.",9-3
2021-0045,-58.37709334,-34.64035082,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,4-1
2021-0046,-58.46033141,-34.58569883,ELCANO AV.,15-2
2021-0047,-58.42190745,-34.65633192,"VEDIA, AGUSTIN DE",4-2
2021-0048,-58.49026573,-34.5698141,CAPDEVILA,12-3
2021-0049,-58.45410344,-34.66902702,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8-3
2021-0050,-58.44751621,-34.55719892,DEL LIBERTADOR AV.,13-2
2021-0051,-58.42040352,-34.66005171,27 DE FEBRERO AV.,4-2
2021-0052,-58.49530249,-34.68010798,"PAZ, GRAL. AV.",0-1
2021-0053,-58.44399875,-34.5947736,CORRIENTES AV.,15-1
2021-0054,-58.42759813,-34.65463857,TABARE,4-2
2021-0055,-58.40547222,-34.60456293,CORRIENTES AV.,3-1
2021-0056,-58.42473018,-34.6500828,CORRALES,4-2
2021-0057,-58.39257023,-34.57563957,AUTOPISTA ARTURO ILLIA,2-1
2021-0058,-58.48941042,-34.54596153,"PAZ, GRAL. AV.",12-1
2021-0059,-58.3964074,-34.62783085,"GARAY, JUAN DE AV.",3-2
2021-0060,-58.41971993,-34.6111224,"SALGUERO, JERONIMO",5-1
2021-0061,-58.40544588,-34.65012801,"MORENO, PERITO AV.",4-2
2021-0062,-58.42003882,-34.64645957,LA PLATA AV.,4-2
2021-0063,-58.46851293,-34.63348678,"ALBERDI, JUAN BAUTISTA AV.",7-1
2021-0064,-58.52931141,-34.65422917,"PAZ, GRAL. AV.",0-1
2021-0065,-58.42675754,-34.6269973,SAN JUAN AV.,5-2
2021-0066,-58.52933723,-34.61098186,LOPE DE VEGA AV.,10-4
2021-0067,-58.37910943,-34.62764718,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,1-1
2021-0068,-58.52161176,-34.61164474,"BEIRO, FRANCISCO AV.",11-1
2021-0069,-58.41354692,-34.5869768,SANTA FE AV.,14-1
2021-0070,-58.43960781,-34.65470804,"CHILAVERT, MARTINIANO, CORONEL",8-3
2021-0071,-58.4045461,-34.60003693,SAN LUIS,3-1
2021-0072,-58.39303911,-34.59871111,CALLAO AV.,2-1
2021-0073,-58.39391034,-34.58405348,DEL LIBERTADOR AV.,2-1
2021-0074,-58.5007381,-34.5497951,"PAZ, GRAL. AV.",0-1
2021-0075,-58.38281301,-34.62786038,SALTA,1-1
2021-0076,-58.43980799,-34.65094083,"MORENO, PERITO AV.",7-1
2021-0077,-58.44402387,-34.62933109,DIRECTORIO AV.,6-1
2021-0078,-58.42779702,-34.62207347,INDEPENDENCIA AV.,6-1
2021-0079,-58.40944147,-34.60097942,TUCUMAN,3-1
2021-0080,-58.38277479,-34.5943016,ARENALES,1-4
2021-0081,-58.37627355,-34.63800916,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,4-1
2021-0082,-58.39591856,-34.62453459,AUTOPISTA 25 DE MAYO,3-2
2021-0083,-58.45829717,-34.56015762,CABILDO AV.,13-2
2021-0084,-58.49142611,-34.64584795,TAPALQUE,9-3
2021-0085,-58.51271409,-34.57786555,"PAZ, GRAL. AV.",12-4
2021-0086,-58.44864864,-34.62352826,RIVADAVIA AV.,6-1
2021-0087,-58.37795815,-34.59167894,ESMERALDA,1-4
2021-0088,-58.45531707,-34.55555257,MONROE,13-2
2021-0089,-58.47633683,-34.62140594,GAONA AV.,11-2
2021-0090,-58.38188582,-34.60256036,9 DE JULIO AV.,1-3
2021-0091,-58.51989389,-34.62284918,BAIGORRIA,10-6
2021-0092,-58.4059686,-34.61011987,RIVADAVIA AV.,3-1
2021-0093,-58.43353773,-34.64561636,RIESTRA AV.,7-2
2021-0094,-58.46739825,-34.65117757,"DELLEPIANE, LUIS, TTE. GRAL.",9-3
2021-0095,-58.47293407,-34.61984745,GAONA AV.,7-1
2021-0096,-58.47066794,-34.65021673,"PERON, EVA AV.",9-3
2021-0097,-58.37976155,-34.58679619,PADRE CARLOS MUJICA,1-4
